no,Time,UserID/MemID,設置點,緯度,經度,place_id
1027,2/22/2022 2:24:13 PM,Ue189b54140f60f6fed524e35047b7e67,臭臉大叔?烤甜圈,23.56494,119.56494,ChIJ5-4XqMI3aDQRXdCp0ZAVtvg
1035,2/22/2022 2:57:31 PM,U30edaf2003e2b0a69fa35c19403c7eb0,光和咖啡,23.56495,119.58092,ChIJi_EOzsFabDQR5ZLGt7zlO9o
1037,2/22/2022 3:13:57 PM,U1e7bdecb0fa61d04490ebac3ffaa905e,無名麵食館,23.56843,119.56965,ChIJyxolbVkjaDQRsUhGyYZTKA4
1038,2/22/2022 3:20:23 PM,U4332565833250053201b43e54b81963e,菊島石齋,23.5642,119.5645,ChIJtem1wIxabDQR1EwfmYtPOm8
1059,2/22/2022 6:19:40 PM,Ue27028025057a63c1353fc5b15c117a8,石泉火雞肉飯,23.55966,119.59789,ChIJadvlyslabDQR8uQJ7HFjF5E
1203,2/24/2022 3:44:50 PM,U98d0d675417375da1eea4c4bd7cdb2e9,楊媽媽韭菜盒,23.56616,119.56764,ChIJhR1bfPcBaDQRYO_ClhBrn_4
1215,2/24/2022 6:48:30 PM,U181657e7c3044a6c151f5554c2de1613,西河食堂海鮮粥,23.56484,119.5652,ChIJRT2Q0oxabDQReDmvcmOvk40
1218,2/24/2022 7:02:17 PM,U50284f2fcdf83512e9e4968a77e2a672,聚鮮食堂,23.5645,119.56516,ChIJDzQp2CNbbDQRUpc_F9gG7ww
1228,2/24/2022 8:33:51 PM,U50284f2fcdf83512e9e4968a77e2a672,掌上明珠,23.57831798,119.5822953,ChIJkUqxsIX6ZzQRxV0W0duojPU
1253,2/25/2022 11:53:24 AM,Ud9f189e6e4cbc8628e6994a3adc90939,冰吧豆花店 打卡送配料~~,23.56673,119.56773,ChIJKz6MTflbbDQRXNJ953n65mQ
1290,2/25/2022 7:28:09 PM,U6508d07ce4f051e392ce3e00bcac6028,青泉豆花,23.57472,119.57821,ChIJiV8LuehabDQR6KKBeFWg0As
1299,2/26/2022 10:19:04 AM,U1f2b4b1bec2ce6ae1a36b1d0ff6a886e,澎南海產行,23.5714,119.57172,ChIJ0Yjn9-5abDQRR86lBh66Sxk
1304,2/26/2022 11:59:42 AM,U8793a2bb7e42885c2e17c4682d981151,龍門小吃部,23.5643,119.6732,ChIJ_____8xFbDQRceATF2b_Y-w
1309,2/26/2022 2:10:57 PM,U7af96d3a5c0bace563a62c577796b52e,易家仙人掌冰,23.65747,119.55532,ChIJ3-P5PV9cbDQR8WW19pw-N8c
1313,2/26/2022 4:36:48 PM,U7a89fa99cb80c8496590501db322b56c,通樑古榕,23.65648794,119.5567078,ChIJWUiERLBcbDQRrSn6m8brtMA
1389,2/27/2022 6:39:54 PM,U54b59e95f3dd368e5e1a53fafff72ad2,啤酒海時尚熱炒,23.56523,119.56644,ChIJk9on2zMfaDQRgJEdbnyGeV4
1401,2/27/2022 7:54:08 PM,Uf4a9fa99caa0a39087a140f14921328b,映咖啡 INN Coffee,23.58481,119.65883,ChIJ1yLDhNQdaDQRpWUg4naVkwI
1412,2/27/2022 8:56:57 AM,U8793a2bb7e42885c2e17c4682d981151,小正傢私店,23.56467,119.56484,ChIJW-BRwW1bbDQR2-V1wKXXvYQ
1413,2/27/2022 8:57:29 PM,Udef4ef3e487a9b8ce6dfa1ac8ceb662e,天人菊名產店,23.56387,119.56495,ChIJzWHh3IxabDQRqiTsKKJYtho
1419,2/27/2022 9:22:45 AM,Ubc7e2353047bee426113beee5fcc31df,七美小棧,23.19605,119.42013,ChIJjd5YzIxabDQREcBv6JdLLLU
1420,2/27/2022 9:28:27 AM,U8793a2bb7e42885c2e17c4682d981151,文馨文石工坊,23.56453,119.5645,ChIJEZ84zIxabDQRdQEcjZs-iD0
1429,2/28/2022 1:49:22 PM,U7a89fa99cb80c8496590501db322b56c,北寮奎壁山,23.5969773,119.6713825,ChIJhWgytnJEbDQR420Ap52ceMw
1439,2/28/2022 11:35:55 AM,U7a89fa99cb80c8496590501db322b56c,金海集,23.56305,119.56706,ChIJAe1sFI1abDQR84-U-PKWtU0
1455,2/28/2022 3:54:25 PM,U1533b24c18a3e1f1479bdb79969431d9,海島咖啡館,23.56851,119.58306,ChIJTRMp-_JabDQRUnK6SeL9Hcs
1554,2/4/2022 10:21:11 PM,U3ad0aa9093812235f4b3776723fc9192,WENWENSUB,23.57574,119.56856,
1556,2/4/2022 10:38:11 AM,Ua3939a175af1ebc9979229dc604647ec,信興海產行滿500元送餅乾一包,23.56399,119.56719,ChIJcdr58_JabDQR7Z9m1T38Qes
1706,2/6/2022 2:13:28 AM,Ub7e7400468a94c97e7aa9a4e08c88981,洛克先生酒吧,23.56586,119.56584,ChIJ45LxDvNabDQRD1_2UOwS_e8
1726,2/6/2022 4:46:10 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,歡迎來到新光堂（新光堂特產行）,23.56618,119.56533,ChIJzRTb0oxabDQRFpjrwI846RU
1776,2/7/2022 11:24:57 AM,Ubaf58e50e1a0f6cf64739737b2398b0f,有間小廚,23.56186,119.58127,ChIJK5GmlHyrQjQRPNKNdgjHRhU
1817,2/7/2022 3:21:52 PM,Ua5d612b844f3c29bede3e6e5528797f5,福鴨鴨肉大王,23.56578,119.56406,ChIJ30AySfNabDQRBC4aFsvnuDk
1928,2/8/2022 7:18:28 PM,Ubcebb72515b05be35f811b1473e7ab46,清香活海鮮,23.56667473,119.5691316,ChIJy5SKfO1abDQRd2lFY49rbio
1937,2/8/2022 8:58:30 AM,Uedd13dfbe6ad5fea6ababe9be771b657,好吃的黑糖糕就在水月堂食品行～,23.56406,119.56469,ChIJk2dywYxabDQRzg0hnDgjxsU
2090,3/1/2022 5:25:46 PM,U3ad0aa9093812235f4b3776723fc9192,家竹黑砂糖冷熱飲店,23.56518,119.58183,ChIJP6GyQvNabDQRIepWzIUEO-A
2109,3/1/2022 7:02:49 PM,U7a89fa99cb80c8496590501db322b56c,藍21咖啡輕食,23.5735,119.57169,ChIJjd7vde9abDQRBMV5IWfxD58
2383,3/14/2022 10:02:57 AM,Ubb7bd782fd5337514c1d85df38fbdfdf,轟餅-黑仔旺旺車輪餅,23.5648,119.56633,ChIJhdkzK41abDQR1Cuu7j6q_ak
2389,3/14/2022 11:01:57 AM,Ufb55cf9c80d5552ee0acf2fd81a4c299,黑妞,23.56469,119.56479,ChIJleEocH0iaDQRkvYwfVoNWyE
2446,3/15/2022 10:19:30 AM,Ue1f9ea92a0df617e7e86b7ad1106c5e2,綺樂Chi Love 仙人掌彩虹霜淇淋,23.56548,119.56532,ChIJnakPMvNabDQRHhTSe32Wu_A
2558,3/16/2022 4:45:18 PM,U73019f98ea2afa4da58f2ab9a2e6a8ee,遠東名產總匯,23.56656,119.56768,ChIJlXhsjvJabDQRvjjVI7iIRg8
2563,3/16/2022 7:13:19 PM,U181657e7c3044a6c151f5554c2de1613,丁丁川菜海鮮館,23.56354,119.56626,ChIJweNDfotabDQR93dcuthOvzc
2665,3/18/2022 10:56:24 AM,Ud9f189e6e4cbc8628e6994a3adc90939,澎湖國家風景區,23.55681074,119.6064877,ChIJXcTEPjdRbDQRI7DPZYYs6Lg
2839,3/2/2022 7:58:28 PM,U980b777af61d81386b425fd47e220136,四面佛 泰善堂,23.5596,119.58184,ChIJ8zJcwvZbbDQR4knHYMtibZs
2905,3/21/2022 1:42:20 PM,U8793a2bb7e42885c2e17c4682d981151,篤行十村,23.56385,119.56094,ChIJb5mgoItabDQRD_06Ch4YNZk
3003,3/22/2022 6:41:18 PM,Ua5d612b844f3c29bede3e6e5528797f5,雲泰小吃館,23.52277,119.59982,ChIJQbh-E-EeaDQR9LphzUvlOCk
3124,3/25/2022 3:23:57 PM,U089b0e0a9b08015d24eb0019800820d6,?男子漢鐵板料理,23.57041,119.57188,ChIJX2Wmx4BbbDQR8yRLzfU9rVg
3383,3/3/2022 2:52:52 PM,U8793a2bb7e42885c2e17c4682d981151,永翔海產專賣店,23.56678,119.56681,ChIJq6qq6sBabDQRuf0h5lRLqTc
3644,3/6/2022 1:11:13 PM,U90aa7d9aa32ab7c5d0d35d0872b10286,林投貝殼教堂,23.56178733,119.646781,ChIJHfzVWP9FbDQRibiAYDHgXQ4
3764,3/8/2022 10:39:01 AM,U1dfc8b27566309a129757346737e3459,莫咖啡,23.19526,119.42441,ChIJ3dnarZQ1aDQR9cqxIVNQxcM
4227,4/16/2022 3:24:05 PM,U2c268790f025cb21b9382655411be818,龍門閉鎖陣地,23.55583752,119.6753087,ChIJGTSaq8lFbDQRjk4BwaWTEBM
4536,4/23/2022 1:19:24 PM,Uc17d732d4b25b2e3420e0bd8424619b6,秀鳳姐的店,23.65345,119.5177,ChIJQ4wnO31ZbDQR5rOE3vEdhOY
4544,4/23/2022 2:44:01 PM,Ufb55cf9c80d5552ee0acf2fd81a4c299,福慶樓海鮮餐廳,23.56651193,119.568934,ChIJ44xmlHdbbDQRfsWoV4yNbrI
4622,4/25/2022 9:02:19 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,佳朋名產總匯,23.56628,119.56582,ChIJ_x9G3vJabDQRyF4Mlt23SYQ
